rišša#gabba	rissja#gabba
ođđa#sátni	åddå#sádne
šládja#vátni	sládja#vádne
ruhta#vátni	ruhta#vádne
vallji#vátni	vallje#vádne
biebmo#vátni	biebbmo#vádne
meahcce#manni	miehttse#manne
meaddel#manni	mieddel#manne
olggos#manni	ålgus#manne
girkus#manni	girkkus#manne
kirkus#manni	kirkkus#manne
bajás#manni	bajás#manne
ovda#manni	åvddå#manne
deagga#čáihni	diegga#tjájhnne
jievja#čiel#čáihni	jievjja#tjiel#tjájhnne
vilges#seal#čáihni	vilgges#siel#tjájhnne
bihcabas#čáihni	bihtsabas#tjájhnne
bihcebas#čáihni	bihtsebas#tjájhnne
fiskes#čáihni	fisskes#tjájhnne
ránes#čáihni	ránes#tjájhnne
bihcebás#čáihni	bihtsebás#tjájhnne
lahka#oaidni	lahka#oajnne
mánná#oaidni	mánná#oajnne
gaska#seaidni	gasska#siejnne
jietna#seaidni	jiedna#siejnne
maŋŋe#seaidni	maŋŋe#siejnne
doares#seaidni	doares#siejnne
sis#seaidni	sis#siejnne
uvja#liidni	uvjja#lijnne
šoalka#liidni	sjoalkka#lijnne
ruossa#liidni	ruossa#lijnne
lássa#liidni	lássa#lijnne
klássa#liidni	klássa#lijnne
beavde#liidni	bievdde#lijnne
láse#liidni	láse#lijnne
bummol#liidni	bummul#lijnne
bommol#liidni	båmmul#lijnne
gáhton#liidni	gáhtun#lijnne
gártton#liidni	gártun#lijnne
borjjas#liidni	bårjås#lijnne
čeabet#liidni	tjiebet#lijnne
meahcce#spiidni	miehttse#spijnne
rihppa#viidni	rihppa#vijnne
buolle#viidni	buolle#vijnne
buollán#viidni	buollán#vijnne
girko#viidni	girkko#vijnne
measso#viidni	miesso#vijnne
vilges#viidni	vilgges#vijnne
rukses#viidni	rukses#vijnne
duolba#suoidni	duolbba#suojnne
oalga#suoidni	oalgga#suojnne
guodja#suoidni	guodja#suojnne
seakka#suoidni	siekka#suojnne
gáma#suoidni	gáma#suojnne
šleanca#suoidni	slienttsa#suojnne
sieiva#suoidni	siejvva#suojnne
roava#suoidni	råva#suojnne
giedde#suoidni	giedde#suojnne
eami#giedde#suoidni	ieme#giedde#suojnne
oanehis#giedde#suoidni	oanehis#giedde#suojnne
gorde#suoidni	gårdde#suojnne
njeavde#suoidni	njievdde#suojnne
gádde#suoidni	gádde#suojnne
áibme#suoidni	ájmme#suojnne
njunne#suoidni	njunne#suojnne
várre#suoidni	várre#suojnne
bohcce#suoidni	båhttse#suojnne
sálte#suoidni	sállte#suojnne
elve#suoidni	elvve#suojnne
helve#suoidni	helvve#suojnne
hehpoš#suoidni	hehpusj#suojnne
aláš#suoidni	alásj#suojnne
hái#suoidni	háj#suojnne
njálgga#hái#suoidni	njálga#háj#suojnne
fiskes#njálgga#hái#suoidni	fisskes#njálga#háj#suojnne
oarje#hái#suoidni	oarjje#háj#suojnne
aláš#hái#suoidni	alásj#háj#suojnne
itáli^a#rái#suoidni	itále^a#ráj#suojnne
eaŋgalas#rái#suoidni	ieŋggalas#ráj#suojnne
njoammel#suoidni	njoammel#suojnne
háiso#suoidni	hájsso#suojnne
bohcco#suoidni	båhttso#suojnne
rohto#suoidni	råhto#suojnne
oanehis#suoidni	oanehis#suojnne
lađas#suoidni	ladás#suojnne
álás#suoidni	álás#suojnne
beatnat#suoidni	biednat#suojnne
alit#suoidni	alet#suojnne
čuotnját#suoidni	tjuodnját#suojnne
luktá#suoidni	luktá#suojnne
jorba#suoidni	jårbbå#suojnne
suotna#báidni	suodna#bájnne
njálbme#máidni	njálmme#májnne
hávde#boldni	hávdde#bålnne
telemárka#bárdni	telemárka#bárnne
irge#bárdni	irgge#bárnne
badje#bárdni	badje#bárnne
sáme#bárdni	sáme#bárnne
látte#bárdni	látte#bárnne
biebmo#bárdni	biebbmo#bárnne
boares#bárdni	boares#bárnne
ris#bárdni	ris#bárnne
gállá#bárdni	gállá#bárnne
rihppa#sárdni	rihppa#sárnne
dearv#vuohta#sárdni	dierv#vuohta#sárnne
ođđa#jagi#sárdni	åddå#jage#sárnne
dearvvahan#sárdni	diervahan#sárnne
muito#sárdni	mujtto#sárnne
hirsa#gordni	hirssa#gårnne
gilvva#gordni	gilva#gårnne
niso#gordni	niso#gårnne
obba#gordni	åbbå#gårnne
mielga#njunni	mielgga#njunne
njuolla#njunni	njuolla#njunne
beanna#njunni	bienna#njunne
giehpa#njunni	giehpa#njunne
guossa#ruossa#njunni	guossa#ruossa#njunne
beahce#ruossa#njunni	biehtse#ruossa#njunne
bursa#njunni	burssa#njunne
siekŋa#njunni	siegŋa#njunne
niibe#njunni	nijbbe#njunne
gálbbe#njunni	gálbe#njunne
girje#njunni	girjje#njunne
roahkke#njunni	roahkke#njunne
snuohkke#njunni	snuohkke#njunne
mielke#njunni	mielkke#njunne
cirke#njunni	tsirkke#njunne
áibme#njunni	ájmme#njunne
skoalbme#njunni	skoalmme#njunne
goampe#njunni	goamppe#njunne
várre#njunni	várre#njunne
borse#njunni	bårsse#njunne
bákte#njunni	bákte#njunne
čoarve#njunni	tjoarvve#njunne
pinol#njunni	pinul#njunne
cirggan#njunni	tsirgan#njunne
beaisko#njunni	biejssko#njunne
skuohppo#njunni	skuohppo#njunne
dulpo#njunni	dulppo#njunne
njulges#njunni	njulgges#njunne
čáhppes#njunni	tjáhppes#njunne
gáidá#njunni	gájddá#njunne
sihkkarvuođa#munni	sihkkarvuoda#munne
deadde#munni	diedde#munne
buvttadan#munni	buvtadan#munne
šaddan#munni	sjaddan#munne
válljen#munni	válljen#munne
stuorra#doallo#munni	stuorra#doallo#munne
ovda#munni	åvddå#munne
vearuhis#ovda#munni	vieruhis#åvddå#munne
noaide#gievdni	noajdde#gievnne
gáffe#gievdni	gáffe#gievnne
káffe#gievdni	káffe#gievnne
gáfe#gievdni	gáfe#gievnne
káfe#gievdni	káfe#gievnne
lávgo#gievdni	lávggo#gievnne
ruossa#heavdni	ruossa#hievnne
guostta#heavdni	guosta#hievnne
kuostta#heavdni	kuosta#hievnne
rista#heavdni	rissta#hievnne
semulja#rievdni	semulja#rievnne
risen#rievdni	risen#rievnne
ságu#rievdni	ságo#rievnne
suodje#ivdni	suodje#ivnne
čáhce#ivdni	tjáhtse#ivnne
konditor#ivdni	kånddetor#ivnne
luotne#duvdni	luodne#duvnne
maŋŋe#stávdni	maŋŋe#stávnne
bođo#stávdni	bådo#stávnne
lága#mánni	lága#mánne
fylka#mánni	fylkka#mánne
filkka#mánni	filka#mánne
fylkka#mánni	fylka#mánne
dána#mánni	dána#mánne
ámta#mánni	ámta#mánne
ánta#mánni	ántta#mánne
gieh#mánni	gieh#mánne
nams#mánni	nams#mánne
leans#mánni	liens#mánne
lens#mánni	lens#mánne
hus#mánni	hus#mánne
heavs#mánni	hievs#mánne
brutto#tonne	brutto#tånne
varis#mieđašeatni	vares#miedatjeatne
váldo#áhpi	válldo#áhpe
sitnu#áhpi	sidno#áhpe
sátto#áhpi	sátto#áhpe
dálve#jáhpi	dálvve#jáhpe
biika#skáhpi	bijkka#skáhpe
jiekŋa#skáhpe	jiegŋa#skáhpe
čoaskudan#skáhpe	tjoasskudan#skáhpe
galmmihan#skáhpe	galmehan#skáhpe
njuovčča#láhpi	njuovtja#láhpe
juolge#láhpi	juolgge#láhpe
hárát#láhpi	hárát#láhpe
čáhce#váhpi	tjáhtse#váhpe
alit#dohpi	alet#dåhpe
čoarve#dákte#gohpi	tjoarvve#dákte#gåhpe
alán#gohpi	alán#gåhpe
váibmo#gohpi	vájmmo#gåhpe
sierra#lohpi	sierra#låhpe
kloster#sierra#lohpi	klåsster#sierra#låhpe
virge#lohpi	virgge#låhpe
dutkan#lohpi	dutkan#låhpe
guolástan#lohpi	guolástan#låhpe
vuogga#guolástan#lohpi	vuogga#guolástan#låhpe
huksen#lohpi	huksen#låhpe
oaggun#lohpi	oaggun#låhpe
bargo#lohpi	barggo#låhpe
soagŋo#lohpi	soaggŋo#låhpe
áhpásnuvvan#guolástus#lohpi	áhpásnuvvan#guolástus#låhpe
eret#vuojáhat#lohpi	eret#vuojáhat#låhpe
badje#reašpi	badje#riesjpe
alla#skuvla#oahppi	alla#skuvlla#oahppe
guosse#oahppi	guosse#oahppe
fidno#oahppi	fiddno#oahppe
bihkka#sahppi	bihkka#sahppe
beallje#diehppi	biellje#diehppe
dáidda#čeahppi	dájda#tjiehppe
vuogga#čeahppi	vuogga#tjiehppe
giella#čeahppi	giella#tjiehppe
gáma#čeahppi	gáma#tjiehppe
nuohtta#čeahppi	nuohtta#tjiehppe
belle#čeahppi	belle#tjiehppe
golle#čeahppi	gålle#tjiehppe
diibmo#čeahppi	dijmmo#tjiehppe
govva#čeahppi	gåvvå#tjiehppe
radde#leahppi	radde#liehppe
váimmos#ciehppi	vájmus#tsiehppe
vuokta#čuohppi	vuokta#tjuohppe
njunne#čuohppi	njunne#tjuohppe
luoste#čuohppi	luosste#tjuohppe
gálbbe#njun#čuohppi	gálbe#njun#tjuohppe
čeabet#čuohppi	tjiebet#tjuohppe
jiekŋa#skáhppe	jiegŋa#skáhppe
galmmihan#skáhppe	galmehan#skáhppe
stuora#tráhppi	stuora#tráhppe
varas#sáhppi	varás#sáhppe
rišša#gohppi	rissja#gåhppe
vuohta#ráipi	vuohta#rájppe
bahta#culpi	bahta#tsulppe
rufe#bumpe	rufe#bumppe
čáhce#bumpe	tjáhtse#bumppe
njielahat#bumpe	njielahat#bumppe
stuorra#gávpi	stuorra#gávppe
šlávva#gávpi	slávva#gávppe
smávva#gávpi	smávva#gávppe
rádje#gávpi	rádje#gávppe
girje#gávpi	girjje#gávppe
mátke#gávpi	mátke#gávppe
doappar#gávpi	doappar#gávppe
lotnolas#gávpi	lådnulas#gávppe
lahpes#gávpi	lahpes#gávppe
ruošša#skire	ruossja#skire
mearra#spire	mierra#spire
meahci#spire	miehtse#spire
čázi#spire	tjátse#spire
njoammu#spire	njoammo#spire
bora#spire	bårå#spire
valga#biire	valgga#bijre
válga#biire	válgga#bijre
skuvla#biire	skuvlla#bijre
bálvalan#biire	bálvvalan#bijre
jienastan#biire	jienastan#bijre
dállo#biire	dállo#bijre
gužža#oarri	gudtja#oarre
njižže#oarri	njidtje#oarre
mielke#oarri	mielkke#oarre
geavle#oarri	gievlle#oarre
ganjal#oarri	ganjál#oarre
njunne#ganjal#oarri	njunne#ganjál#oarre
gágir#oarri	gáger#oarre
viigá#oarri	vijggá#oarre
gožža#oarri	gådtjå#oarre
čuohpahan#moarri	tjuohpahan#moarre
čuohpahat#moarri	tjuohpahat#moarre
bivdo#earri	bivddo#ierre
olles#earri	ålles#ierre
guohkke#dearri	guohkke#dierre
ákšo#dearri	áksjo#dierre
sieđga#skierri	siergga#skierre
gaska#mearri	gasska#mierre
áige#mearri	ájgge#mierre
boarásmuvvan#áige#mearri	boarásmuvvan#ájgge#mierre
boarásnuvvan#áige#mearri	boarásnuvvan#ájgge#mierre
badje#rádje#mearri	badje#rádje#mierre
mátke#mearri	mátke#mierre
oasse#mearri	oasse#mierre
arve#mearri	arvve#mierre
juksan#mearri	juksan#mierre
sisa#oastin#mearri	sisa#oassten#mierre
golgan#mearri	gålggån#mierre
lohku#mearri	låhko#mierre
mákso#mearri	mákso#mierre
geasus#mákso#mearri	giesus#mákso#mierre
dihto#mearri	dihto#mierre
mihtto#mearri	mihtto#mierre
mihttu#mearri	mihtto#mierre
čuokkes#mearri	tjuokkes#mierre
bibba#dirri	bibba#dirre
deagga#skirri	diegga#skirre
vealge#buorri	vielgge#buorre
lasse#buorri	lasse#buorre
luonddu#buorri	luondo#buorre
eana#suorri	iena#suorre
juolge#suorri	juolgge#suorre
njálbme#suorri	njálmme#suorre
lahpe#suorri	lahpe#suorre
čoarve#suorri	tjoarvve#suorre
eanan#suorri	ienan#suorre
bonju#suorri	bånjo#suorre
bálgges#suorri	bálges#suorre
oaive#vuorri	oajvve#vuorre
jálo#beavri	jálo#bievrre
juolge#geavri	juolgge#gievrre
oakse#geavri	oakse#gievrre
lađas#geavri	ladás#gievrre
infiltrašuvdna#revre	infeltrasjåvnnå#revrre
liige#gása#revre	lijgge#gása#revrre
rufe#revre	rufe#revrre
čáhce#revre	tjáhtse#revrre
skáđa#divri	skáda#divrre
boatka#divri	boatka#divrre
luossa#divri	luossa#divrre
sálvan#divri	sálvvan#divrre
bostta#divri	båstå#divrre
suovva#buvri	suovva#buvrre
sávzzaid#buvri	sávtsajd#buvrre
guolle#buvri	guolle#buvrre
suovastan#buvri	suovastan#buvrre
fiervá#buvri	fiervvá#buvrre
folin#suvri	fålen#suvrre
reahpen#jávri	riehpen#jávrre
buođđo#jávri	buoddo#jávrre
dahku#jávri	dahko#jávrre
dáige#gárri	dájgge#gárre
čielge#gárri	tjielgge#gárre
málle#gárri	málle#gárre
láste#gárri	lásste#gárre
borramuš#gárri	bårråmusj#gárre
guoikun#gárri	guojkkun#gárre
gáhkko#gárri	gáhkko#gárre
bollo#gárri	bållo#gárre
láger#gárri	láger#gárre
meavrres#gárri	mievres#gárre
hávs#gárri	hávs#gárre
belle#skárri	belle#skárre
bidjalan#nárri	bidjalan#nárre
máles#nárri	máles#nárre
suorbma#sárri	suormma#sárre
jiekŋa#várri	jiegŋa#várre
hearbe#várri	hierbbe#várre
joaibme#várri	joajmme#várre
heađe#beai#várri	hiede#biej#várre
nagir#várri	nager#várre
laiggahat#várri	lajgahat#várre
dolla#várri	dållå#várre
gássa#borri	gássa#bårre
kássa#borri	kássa#bårre
láibe#borri	lájbbe#bårre
geađge#borri	giergge#bårre
olmmoš#borri	ålmusj#bårre
šattos#borri	sjattus#bårre
gožža#borri	gådtjå#bårre
jorggo#gorri	jårgo#gårre
biegga#jorri	biegga#jårre
niisa#jorri	nijssa#jårre
jiekŋa#jorri	jiegŋa#jårre
duolbman#jorri	duolmman#jårre
gálvo#jorri	gálvvo#jårre
hárje#veaksi	hárjje#viekse
vuolle#veaksi	vuolle#viekse
maŋŋe#veaksi	maŋŋe#viekse
čoalle#geaš#veaksi	tjoalle#giesj#viekse
áhkil#veaksi	áhkel#viekse
ákkil#veaksi	ákkel#viekse
ovda#veaksi	åvddå#viekse
gaska#suorbma#vuoksi	gasska#suormma#vuokse
čuvde#vuoksi	tjuvdde#vuokse
čužot#vuoksi	tjutjut#vuokse
cihca#guksi	tsihtsa#gukse
bovdehus#dákse	båvddehus#dákse
vearro#máksi	vierro#mákse
ealla#assi	iella#asse
jápma#assi	jábma#asse
oaive#assi	oajvve#asse
šliive#assi	slijvve#asse
alla#bassi	alla#basse
juovla#bassi	juovlla#basse
loahppáš#bassi	loahppásj#basse
beassáš#bassi	bæssásj#basse
girko#bassi	girkko#basse
kirko#bassi	kirkko#basse
bismmá#bassi	bismá#basse
siida#lassi	sijdda#lasse
geahnohisvuođa#lassi	giehnuhisvuoda#lasse
ahke#lassi	ahke#lasse
soahte#lassi	soahte#lasse
olbmo#lassi	ålmmo#lasse
reanto#lassi	rientto#lasse
eamit#lassi	iemet#lasse
oahppo#massi	oahppo#masse
cuovka#oassi	tsuovkka#oasse
kuvøsa#oassi	kuvøsa#oasse
árbe#oassi	árbbe#oasse
bohcce#oassi	båhttse#oasse
oaive#oassi	oajvve#oasse
maŋŋe#oassi	maŋŋe#oasse
oahpahan#oassi	oahpahan#oasse
eatnan#oassi	iednan#oasse
vuođđo#oassi	vuoddo#oasse
oahppo#oassi	oahppo#oasse
viđádas#oassi	vidádas#oasse
guđádas#oassi	gudádas#oasse
njealjádas#oassi	njæljjádas#oasse
vihtta#nuppe#logádas#oassi	vihtta#nuppe#lågådas#oasse
guokte#nuppe#logádas#oassi	guokte#nuppe#lågådas#oasse
iežas#oassi	ietjas#oasse
mielddus#oassi	mieldus#oasse
olggos#oassi	ålgus#oasse
mearus#oassi	mierus#oasse
duháhat#oassi	duháhat#oasse
nieste#beassi	niesste#biesse
lotti#beassi	låtte#biesse
kanári^a#lotti#beassi	kanáre^a#låtte#biesse
bumbba#lotti#beassi	bumba#låtte#biesse
skutnja#lotti#beassi	skudnja#låtte#biesse
ribbe#lotti#beassi	ribbe#låtte#biesse
jievže#lotti#beassi	jievttje#låtte#biesse
lápme#lotti#beassi	lábme#låtte#biesse
ritne#lotti#beassi	ridne#låtte#biesse
vaktel#lotti#beassi	vaktel#låtte#biesse
pelikan#lotti#beassi	pelekan#låtte#biesse
čohkkán#lotti#beassi	tjåhkkån#låtte#biesse
bihcebás#lotti#beassi	bihtsebás#låtte#biesse
láger#beassi	láger#biesse
gotkka#beassi	gåtkkå#biesse
giđđa#geassi	gidda#giesse
čakča#geassi	tjaktja#giesse
árra#geassi	árra#giesse
bahta#geassi	bahta#giesse
mielaid#geassi	mielajd#giesse
vearro#geassi	vierro#giesse
goallos#geassi	goallus#giesse
godde#miessi	gådde#miesse
muovje#miessi	muovjje#miesse
suohkulan#miessi	suohkulan#miesse
ruovtto#miessi	ruovto#miesse
rukses#miessi	rukses#miesse
beaska#nat#miessi	biesska#nat#miesse
njuorat#miessi	njuorat#miesse
muovjá#miessi	muovjjá#miesse
guolmmá#miessi	guolmá#miesse
maŋŋe#siessi	maŋŋe#siesse
ovda#siessi	åvddå#siesse
lasta#rissi	lassta#risse
ođjo#rissi	årjjo#risse
rišša#giisi	rissja#gijsse
veaike#giisi	viejkke#gijsse
rišša#kiisi	rissja#kijsse
juovka#goalsi	juovkka#goalsse
gussa#goalsi	gussa#goalsse
gusa#goalsi	gusa#goalsse
vuokta#goalsi	vuokta#goalsse
smávva#goalsi	smávva#goalsse
gárggo#goalsi	gárgo#goalsse
bealge#hálsi	bielgge#hálsse
bátne#hálsi	bádne#hálsse
siida#guossi	sijdda#guosse
headja#guossi	hiedja#guosse
rihppa#guossi	rihppa#guosse
čoarve#gearsi	tjoarvve#giersse
njamman#gearsi	njamman#giersse
variáhtor#gearsi	variáhtor#giersse
dáža#suorsi	dátja#suorsse
suoidne#suorsi	suojnne#suorsse
baste#suorsi	basste#suorsse
gierdo#suorsi	gierddo#suorsse
doadjo#suorsi	doadjo#suorsse
skuvla#busse	skuvlla#busse
girje#busse	girjje#busse
mini#busse	mine#busse
fásta#ássi	fássta#ásse
eará#gili#ássi	ærá#gile#ásse
ovttas#ássi	åvtås#ásse
ođđa#ássi	åddå#ásse
riikka#dássi	rijka#dásse
gaska#dássi	gasska#dásse
vuođđo#skuvla#dássi	vuoddo#skuvlla#dásse
šlápma#dássi	slábma#dásse
meara#dássi	miera#dásse
nuohtta#dássi	nuohtta#dásse
nuorra#gearde#dássi	nuorra#gierdde#dásse
badje#dássi	badje#dásse
luohkká#ceahkke#dássi	luohkká#tsiehkke#dásse
vuolle#dássi	vuolle#dásse
stuorra#gávpe#dássi	stuorra#gávppe#dásse
smávva#gávpe#dássi	smávva#gávppe#dásse
riekte#dássi	riekte#dásse
digaštallan#dássi	digasjtallan#dásse
ovdánan#dássi	åvddånan#dásse
vuolgin#dássi	vuolggen#dásse
eallin#dássi	iellen#dásse
ceakko#dássi	tsiekko#dásse
láskko#dássi	lásko#dásse
diehto#dássi	diehto#dásse
árvo#dássi	árvvo#dásse
bajit#dássi	bajet#dásse
vuolit#dássi	vuolet#dásse
luohkká#dássi	luohkká#dásse
beallje#gássi	biellje#gásse
spábba#rássi	spábba#rásse
niito#ravda#rássi	nijtto#ravdda#rásse
giđđa#divga#rássi	gidda#divgga#rásse
hávgga#rássi	hávga#rásse
deagga#hávgga#rássi	diegga#hávga#rásse
seakka#hávgga#rássi	siekka#hávga#rásse
mohte#hávgga#rássi	måhte#hávga#rásse
njuolggo#hávgga#rássi	njuolgo#hávga#rásse
vuodja#rássi	vuodja#rásse
hádja#rássi	hádja#rásse
beatnat#njuovčča#rássi	biednat#njuovtja#rásse
vuoskko#biika#rássi	vuosko#bijkka#rásse
gáskka#rássi	gáska#rásse
suorbma#rássi	suormma#rásse
báinna#rássi	bájna#rásse
gassa#rássi	gassa#rásse
guossa#rássi	guossa#rásse
noarsa#rássi	noarssa#rásse
bursa#rássi	burssa#rásse
heastta#gazza#rássi	hiesta#gadtsa#rásse
guohca#rássi	guohtsa#rásse
kuohca#rássi	kuohtsa#rásse
sávzza#rássi	sávtsa#rásse
gusa#rássi	gusa#rásse
ruhta#rássi	ruhta#rásse
suoidne#ruhta#rássi	suojnne#ruhta#rásse
davvi#ruhta#rássi	davve#ruhta#rásse
miekta#rássi	miekta#rásse
heastta#rássi	hiesta#rásse
lasta#rássi	lassta#rásse
sarvva#rássi	sarva#rásse
hearva#rássi	hiervva#rásse
gálbbe#rássi	gálbe#rásse
nágge#rássi	nágge#rásse
rági#rássi	ráge#rásse
godde#beallje#rássi	gådde#biellje#rásse
dihkke#rássi	dihkke#rásse
guolbba#mielke#rássi	guolba#mielkke#rásse
čakča#mielke#rássi	tjaktja#mielkke#rásse
golle#rássi	gålle#rásse
fierbme#rássi	fiermme#rásse
duvdne#rássi	duvnne#rásse
diehppe#rássi	diehppe#rásse
alit#diehppe#rássi	alet#diehppe#rásse
moarse#rássi	moarsse#rásse
guorce#rássi	guorttse#rásse
ráse#rássi	ráse#rásse
soahte#rássi	soahte#rásse
silve#rássi	silvve#rásse
bađve#rássi	barvve#rásse
ája#bađve#rássi	ája#barvve#rásse
suorbma#bađve#rássi	suormma#barvve#rásse
aláš#bađve#rássi	alásj#barvve#rásse
lohppal#oai#rássi	låhppål#oaj#rásse
vilges#oai#rássi	vilgges#oaj#rásse
aláš#rássi	alásj#rásse
olaš#rássi	ålåsj#rásse
sáhpal#rássi	sáhpal#rásse
njoammel#rássi	njoammel#rásse
darvánaddan#rássi	darvvánaddan#rásse
biššan#rássi	bissjan#rásse
gastin#rássi	gassten#rásse
borran#rássi	bårrån#rásse
olbmo#borran#rássi	ålmmo#bårrån#rásse
šlubbo#rássi	slubbo#rásse
cubbo#rássi	tsubbo#rásse
ruvdo#rássi	ruvddo#rásse
sámel#ruvdo#rássi	sámel#ruvddo#rásse
čuoggu#rássi	tjuoggo#rásse
boallo#rássi	boallo#rásse
čuvges#boallo#rássi	tjuvgges#boallo#rásse
čuvjes#boallo#rássi	tjuvjjes#boallo#rásse
biello#rássi	biello#rásse
giron#biello#rássi	girun#biello#rásse
niito#biello#rássi	nijtto#biello#rásse
alit#biello#rássi	alet#biello#rásse
uvllo#rássi	uvlo#rásse
báidno#rássi	bájnno#rásse
vuolpo#rássi	vuolppo#rásse
čievra#vuolpo#rássi	tjievrra#vuolppo#rásse
cuoppo#rássi	tsuoppo#rásse
čurro#rássi	tjurro#rásse
viesso#rássi	viesso#rásse
mihcamár#rássi	mihtsamár#rásse
biehtár#rássi	biehtár#rásse
vuolahas#rássi	vuolahas#rásse
gáranas#rássi	gáránas#rásse
gáskkašahkes#rássi	gáskatjahkes#rásse
riekkes#rássi	riekkes#rásse
fiskes#rássi	fisskes#rásse
anis#rássi	anes#rásse
árvvohis#rássi	árvuhis#rásse
bávlos#rássi	bávllus#rásse
čuohpos#rássi	tjuohpus#rásse
beatnat#rássi	biednat#rásse
selddet#rássi	seldet#rásse
alit#rássi	alet#rásse
honnet#rássi	hånnet#rásse
čuotnját#rássi	tjuodnját#rásse
boares#gállá#rássi	boares#gállá#rásse
dierbmá#rássi	diermmá#rásse
dierpmá#rássi	diermá#rásse
bohká#rássi	båhkå#rásse
rohka#rássi	råhkå#rásse
drag#race	drag#ratse
hávde#bázzi	hávdde#bádtse
oaive#bázzi	oajvve#bádtse
áibmo#bázzi	ájmmo#bádtse
muito#bázzi	mujtto#bádtse
govva#bázzi	gåvvå#bádtse
noaide#gázzi	noajdde#gádtse
guolástus#gázzi	guolástus#gádtse
suorbma#vázzi	suormma#vádtse
ovdan#vázzi	åvddån#vádtse
boazo#vázzi	boatso#vádtse
goahte#gas#vázzi	goahte#gas#vádtse
skovlá#vázzi	skåvllå#vádtse
korálla#oahci	kårålla#oahtse
gárggo#oahci	gárgo#oahtse
juovla#beahci	juovlla#biehtse
sákkin#beahci	sákken#biehtse
dulpo#beahci	dulppo#biehtse
deagga#cihci	diegga#tsihtse
sieđga#cihci	siergga#tsihtse
hoašša#cihci	hoassja#tsihtse
suovka#cihci	suovkka#tsihtse
uhca#cihci	uhtsa#tsihtse
miestta#cihci	miesta#tsihtse
nuorta#cihci	nuortta#tsihtse
ruovde#cihci	ruovdde#tsihtse
deagge#cihci	diegge#tsihtse
golle#cihci	gålle#tsihtse
gordne#cihci	gårnne#tsihtse
beibboš#cihci	bejbusj#tsihtse
bealdo#cihci	bielldo#tsihtse
šilljo#cihci	sjilljo#tsihtse
fiskes#cihci	fisskes#tsihtse
ránes#cihci	ránes#tsihtse
ruoná#cihci	ruoná#tsihtse
bihce#báhce	bihtse#báhtse
váiga#čáhci	vájgga#tjáhtse
sávja#čáhci	sávjja#tjáhtse
reatka#čáhci	rietka#tjáhtse
minerála#čáhci	minerála#tjáhtse
meara#čáhci	miera#tjáhtse
stuora#čáhci	stuora#tjáhtse
muohta#čáhci	muohta#tjáhtse
luoitta#čáhci	luojta#tjáhtse
sáiva#čáhci	sájvva#tjáhtse
badje#čáhci	badje#tjáhtse
guolle#čáhci	guolle#tjáhtse
čalbme#čáhci	tjalmme#tjáhtse
bodne#čáhci	båddne#tjáhtse
soarre#čáhci	soarre#tjáhtse
sálte#čáhci	sállte#tjáhtse
arve#čáhci	arvve#tjáhtse
bajáš#čáhci	bajásj#tjáhtse
njálgga#hái#čáhci	njálga#háj#tjáhtse
bassan#čáhci	bassan#tjáhtse
loktin#čáhci	låkten#tjáhtse
bivdo#čáhci	bivddo#tjáhtse
vuorro#čáhci	vuorro#tjáhtse
ostu#čáhci	åssto#tjáhtse
bázahas#čáhci	bátsáhas#tjáhtse
báttas#čáhci	báttas#tjáhtse
luovos#čáhci	luovus#tjáhtse
rovus#čáhci	råvus#tjáhtse
reatká#čáhci	rætká#tjáhtse
lahcá#čáhci	lahtsá#tjáhtse
fiervá#čáhci	fiervvá#tjáhtse
lovtta#čáhci	låvtå#tjáhtse
suotna#coakci	suodna#tsoaktse
veardidan#coakci	vierddedan#tsoaktse
muorra#meahcci	muorra#miehttse
geađge#meahcci	giergge#miehttse
muorje#meahcci	muorjje#miehttse
álbmotlaš#meahcci	álmmutlasj#miehttse
oktasaš#meahcci	åktåsasj#miehttse
áhpásnuvvan#meahcci	áhpásnuvvan#miehttse
luonddu#meahcci	luondo#miehttse
boazo#meahcci	boatso#miehttse
sátto#meahcci	sátto#miehttse
áibmodas#meahcci	ájmmudas#miehttse
álbmot#meahcci	álmmut#miehttse
galba#rihcci	galbba#rihttse
fáhkka#buohcci	fáhkka#buohttse
gáddo#buohcci	gáddo#buohttse
maŋis#báhcci	maŋes#báhttse
doarjja#ohcci	doarja#åhttse
golle#ohcci	gålle#åhttse
dipma#bohcci	dibma#båhttse
infiltrašuvdna#bohcci	infeltrasjåvnnå#båhttse
vuokta#bohcci	vuokta#båhttse
suovva#bohcci	suovva#båhttse
beallje#bohcci	biellje#båhttse
suoidne#bohcci	suojnne#båhttse
čáhce#bohcci	tjáhtse#båhttse
pinol#bohcci	pinul#båhttse
bajidan#bohcci	bajedan#båhttse
njamman#bohcci	njamman#båhttse
oljo#bohcci	åljjo#båhttse
sohkar#bohcci	såhkår#båhttse
čájánas#bohcci	tjájánas#båhttse
geahpes#bohcci	giehpes#båhttse
golggiidus#bohcci	gålgijdus#båhttse
iskkus#bohcci	iskus#båhttse
eksos#bohcci	eksus#båhttse
alla#gohcci	alla#gåhttse
guolástan#alla#gohcci	guolástan#alla#gåhttse
vuovde#gohcci	vuovdde#gåhttse
vuovdi#gohcci	vuovdde#gåhttse
stellen#culci	stellen#tsulttse
merren#culci	merren#tsulttse
banan#bunci	banán#bunttse
čalbme#láse	tjalmme#láse
stuoridan#láse	stuoredan#láse
