sálvi^a	sálvve^a
govččas	gåvtjås
dorkkas	dårkås
boŋkkas	båŋkås
bolas	bålås
jolas	jålås
oppas	åppås
goppás	gåppås
dohras	dåhrås
norras	nårrås
boras	bårås
noras	nårås
soiccas	såjtsås
coiccas	tsåjtsås
bohtás	båhtås
skohtas	skåhtås
gottas	gåttås
holvvas	hålvås
provás	pråvås
ciebat	tsiebat
gaibbat	gajbat
seaibbat	siejbat
váibbat	vájbat
guorbbat	guorbat
soabat	såbat
ráđđadat	ráddadat
ravddadat	ravdadat
veagadat	viegadat
bearjadat	bierjjadat
veahkadat	viehkadat
gaskkadat	gaskadat
njuoskkadat	njuoskadat
sealadat	sieladat
sievlladat	sievladat
njálbmadat	njálmmadat
eatnadat	iednadat
jietnadat	jiednadat
eanadat	ienadat
njiezadat	njietsadat
čáhcadat	tjáhtsadat
gáicadat	gájttsadat
viercadat	vierttsadat
sávzadat	sávttsadat
uvssadat	uvsadat
nuorttadat	nuortadat
gárttadat	gártadat
gásttadat	gástadat
lávttadat	lávtadat
beaivvadat	biejvadat
buolvadat	buolvvadat
čiekŋadat	tjiegŋadat
rándat	ránddat
bealledat	bielledat
buoiddat	buojdat
bárggaldat	bárgaldat
sárggaldat	sárgaldat
ávnnjaldat	ávnjaldat
dárjjaldat	dárjaldat
geahčaldat	giehtjaldat
gealaldat	gielaldat
soaimmaldat	soajmaldat
meinnaldat	mejnaldat
ávnnaldat	ávnaldat
jearaldat	jieraldat
rávrraldat	rávraldat
geazaldat	gietsaldat
ávttaldat	ávtaldat
rasttildat	rasteldat
muolddat	muoldat
oskkoldat	åskuldat
dinoldat	dinuldat
goroldat	gåruldat
bađaldat	badáldat
boađáldat	boadáldat
barddáldat	bardáldat
bárddáldat	bárdáldat
gálddat	gáldat
bagaldat	bagáldat
dagaldat	dagáldat
bárggáldat	bárgáldat
ruvggáldat	ruvgáldat
dajaldat	dajáldat
rávnnjáldat	rávnjáldat
gažaldat	gatjáldat
gižaldat	gitjáldat
gávččáldat	gávtjáldat
čoakkáldat	tjoakkáldat
fálaldat	fáláldat
njámaldat	njámáldat
gáraldat	gáráldat
basaldat	basáldat
deattáldat	dættáldat
sávaldat	sáváldat
áŋaldat	áŋáldat
dovddaldat	dåvdåldat
gođaldat	gådåldat
jođaldat	jådåldat
jorggáldat	jårgåldat
čogaldat	tjågåldat
logaldat	lågåldat
bonjaldat	bånjåldat
notkkaldat	nåtkkåldat
cokkaldat	tsåkkåldat
snoraldat	snåråldat
gottáldat	gåttåldat
eanandat	ienandat
sánddat	sándat
ruođat	ruodat
lávvordat	lávvurdat
hilbodat	hilbbudat
dulbodat	dulbbudat
čurbodat	tjurbbudat
jorbodat	jårbbudat
čábbodat	tjábbudat
šaddodat	sjaddudat
giddodat	giddudat
viidodat	vijddudat
buidodat	bujddudat
noidodat	nåjddudat
govdodat	gåvddudat
máddodat	máddudat
áldodat	álldudat
gefodat	gefudat
geffodat	geffudat
seggodat	seggudat
riggodat	riggudat
áigodat	ájggudat
dáigodat	dájggudat
njálgodat	njálggudat
stargodat	starggudat
árgodat	árggudat
deŋggodat	deŋgudat
bahodat	bahudat
hedjodat	hedjudat
lodjodat	lådjudat
dávjodat	dávjjudat
galljodat	galljudat
valljodat	valljudat
seavdnjodat	sievnnjudat
romšodat	råmssjudat
buššodat	bussjudat
jahkodat	jahkudat
suhkodat	suhkudat
cohkodat	tsåhkudat
guhkkodat	guhkkudat
láikodat	lájkkudat
dovkodat	dåvkkudat
nuskodat	nusskudat
hávskodat	hávsskudat
allodat	alludat
fallodat	falludat
jallodat	jalludat
vallodat	valludat
bellodat	belludat
jállodat	jálludat
vupmodat	vubmudat
opmodat	åbmudat
ropmodat	råbmudat
fitnodat	fidnudat
hátnodat	hádnudat
rotnodat	rådnudat
geinnodat	gejnudat
nannodat	nannudat
unnodat	unnudat
mánnodat	mánnudat
čehppodat	tjehppudat
garrodat	garrudat
serrodat	serrudat
verrodat	verrudat
smirrodat	smirrudat
burrodat	burrudat
furrodat	furrudat
nurrodat	nurrudat
sturrodat	sturrudat
givrodat	givrrudat
kivrodat	kivrrudat
suvrodat	suvrrudat
sávrodat	sávrrudat
nárrodat	nárrudat
assodat	assudat
gassodat	gassudat
bessodat	bessudat
viisodat	vijssudat
dássodat	dássudat
ossodat	åssudat
lossodat	låssudat
uhccodat	uhttsudat
ásodat	ásudat
mahtodat	mahtudat
duhtodat	duhtudat
fastodat	fasstudat
šattodat	sjattudat
máttodat	máttudat
ruvttodat	ruvtudat
servvodat	servudat
hivvodat	hivvudat
servodat	servvudat
čikŋodat	tjigŋudat
ravddat	ravdat
luovddat	luovdat
čabadat	tjabádat
oađđádat	oaddádat
gárdádat	gárddádat
boalddádat	boaldádat
durddádat	durdádat
gearddádat	gærdádat
nealgádat	nælggádat
heargádat	hærggádat
čielggádat	tjielgádat
bálggádat	bálgádat
njeađggádat	njærgádat
čuovggádat	tjuovgádat
veahádat	væhádat
lanjadat	lanjádat
seavnnjádat	sævnjádat
oarjjádat	oarjádat
báhčádat	báhtjádat
ceahkádat	tsæhkádat
dálkádat	dálkkádat
dálkkádat	dálkádat
askkádat	askádat
baskkádat	baskádat
njuoskkádat	njuoskádat
uskkádat	uskádat
roavskkádat	roavskádat
bealládat	bælládat
stealládat	stælládat
čuoládat	tjuoládat
sievlládat	sievládat
ealádat	æládat
sealádat	sæládat
galmmádat	galmádat
njálmmádat	njálmádat
galbmádat	galmmádat
fierbmádat	fiermmádat
fierpmádat	fiermádat
deamádat	dæmádat
geamádat	gæmádat
oainnádat	oajnádat
áinnádat	ájnádat
eanádat	ænádat
šearádat	sjærádat
beassádat	bæssádat
vazadat	vatsádat
vazádat	vatsádat
njiezádat	njietsádat
čáhcádat	tjáhtsádat
čázadat	tjátsádat
čázádat	tjátsádat
cázádat	tsátsádat
geasádat	gæsádat
luoitádat	luojttádat
gurtádat	gurttádat
čavadat	tjavádat
divadat	divádat
beaivvádat	bæjvádat
balvvádat	balvádat
dálvvádat	dálvádat
oaivádat	oajvvádat
sarvádat	sarvvádat
searvádat	særvvádat
lávadat	lávádat
dobadat	dåbådat
dobádat	dåbådat
gobádat	gåbådat
goddádat	gåddådat
jođádat	jådådat
golgadat	gålggådat
borjadat	bårjjådat
borjjádat	bårjådat
goikkádat	gåjkådat
rokkádat	råkkådat
olládat	ållådat
bohccádat	båhttsådat
losádat	låsådat
ovttadat	åvtådat
govadat	gåvådat
skovádat	skåvådat
oađđadagat	oaddadagat
čuoldagat	tjuolldagat
hellodagat	helludagat
vieljažagat	vieljjatjagat
verddežagat	verdetjagat
egežagat	egetjagat
manježagat	manjetjagat
áhčežagat	áhtjetjagat
fulkkežagat	fulketjagat
goskkežagat	gåsketjagat
spiležagat	spiletjagat
guimmežagat	gujmetjagat
gáimmežagat	gájmetjagat
jumežagat	jumetjagat
etnežagat	ednetjagat
gálojenežagat	gálujenetjagat
ránnežagat	ránnetjagat
lávežagat	lávetjagat
mágažagat	mágátjagat
kránnjážagat	kránnjátjagat
ránnážagat	ránnátjagat
oappážagat	oappátjagat
olbmážagat	ålmmåtjagat
ceakcagat	tsiektsagat
gearregat	gierregat
čálggat	tjálgat
čuorggat	tjuorgat
doaŋggat	doaŋgat
táŋggat	táŋgat
reađahat	riedahat
veađahat	viedahat
gealddahat	gieldahat
válddahat	váldahat
njuođahat	njuodahat
rievddahat	rievdahat
laiggahat	lajgahat
spaiggahat	spajgahat
mieiggahat	miejgahat
bálggahat	bálgahat
njeađggahat	njiergahat
searggahat	siergahat
joavggahat	joavgahat
vuoššahat	vuossjahat
gahčahat	gahtjahat
vieččahat	viettjahat
luoikkahat	luojkahat
ciekkahat	tsiekkahat
guoskkahat	guoskahat
suoskkahat	suoskahat
njáskkahat	njáskahat
návhllahat	návhlahat
čuolahat	tjuolahat
muovllahat	muovlahat
doaimmahat	doajmahat
duolmmahat	duolmahat
málmmahat	málmahat
čearpmahat	tjiermahat
suorpmahat	suormahat
sainnahat	sajnahat
čuohpahat	tjuohpahat
fearahat	fierahat
gearahat	gierahat
rávrrahat	rávrahat
skoarahat	skårahat
moarahat	mårahat
vuoissahat	vuojsahat
guorssahat	guorsahat
gárssahat	gársahat
báhcahat	báhtsahat
máhcahat	máhtsahat
váccahat	váttsahat
veattahat	viettahat
čivttahat	tjivtahat
ávttahat	ávtahat
oaivvahat	oajvahat
vuoiŋŋahat	vuojŋahat
skoldehat	skålldehat
geđgehat	gerggehat
čuggehat	tjuggehat
lávgehat	lávggehat
heŋgehat	heŋggehat
geažehat	gietjehat
stoahčehat	stoahtjehat
cahkkehat	tsahkkehat
čohkkehat	tjåhkkehat
njuikehat	njujkkehat
boskehat	båsskehat
mollehat	mållehat
dohppehat	dåhppehat
lohppehat	låhppehat
gorrehat	gårrehat
fálttehat	fáltehat
rastehat	rasstehat
dustehat	dusstehat
rentehat	renttehat
skirvehat	skirvvehat
čurvehat	tjurvvehat
gorgŋehat	gårŋŋehat
láibbohat	lájbuhat
rábohat	rábuhat
ovdohat	åvdduhat
buđohat	buduhat
guđohat	guduhat
snuđohat	snuduhat
govddohat	gåvduhat
láigohat	lájgguhat
láiggohat	lájguhat
cirggohat	tsirguhat
heŋggohat	heŋguhat
ogohat	åguhat
njejohat	njejuhat
dorjjohat	dårjuhat
boššohat	båssjuhat
divššohat	divsjuhat
vuhččohat	vuhttjuhat
čuččohat	tjuttjuhat
lužohat	lutjuhat
rožohat	råtjuhat
vujohat	vujuhat
gaikkohat	gajkuhat
njuikkohat	njujkuhat
čukkohat	tjukkuhat
lokkohat	låkkuhat
vurkkohat	vurkuhat
faskkohat	faskuhat
njaskkohat	njaskuhat
cuvkkohat	tsuvkuhat
bolohat	båluhat
boimmohat	båjmuhat
dulmmohat	dulmuhat
gorpmohat	gårmuhat
čidnohat	tjiddnuhat
orohat	åruhat
uvssohat	uvsuhat
báittohat	bájtuhat
lehttohat	lehttuhat
luottohat	luottuhat
luttohat	luttuhat
divohat	divuhat
goivvohat	gåjvuhat
čárvvohat	tjárvuhat
nevvohat	nevvuhat
gorkŋohat	gårŋuhat
cábahat	tsábáhat
boađáhat	boadáhat
iđáhat	idáhat
boalddáhat	boaldáhat
válddáhat	váldáhat
gealddáhat	gældáhat
guođáhat	guodáhat
girddáhat	girdáhat
dagahat	dagáhat
jugahat	jugáhat
vajahat	vajáhat
cross-vuojáhat	cråss-vuojáhat
bážáhat	bátjáhat
čájáhat	tjájáhat
časkkáhat	tjaskáhat
falahat	faláhat
šoaláhat	sjoaláhat
valahat	valáhat
ulahat	uláhat
nálahat	náláhat
sálahat	sáláhat
ealáhat	æláhat
galmmáhat	galmáhat
njámahat	njámáhat
manahat	manáhat
arahat	aráhat
márahat	máráhat
sárahat	sáráhat
čuozáhat	tjuotsáhat
váccáhat	váttsáhat
geasáhat	gæsáhat
soaittáhat	soajtáhat
asttáhat	astáhat
gasttáhat	gastáhat
veattáhat	vættáhat
šávahat	sjáváhat
doiddáhat	dåjdåhat
govddáhat	gåvdåhat
jođáhat	jådåhat
logahat	lågåhat
rokkahat	råkkåhat
bovnnahat	båvnåhat
sonahat	sånåhat
oppahat	åppåhat
borahat	båråhat
norahat	nåråhat
gosahat	gåsåhat
heajat	hiejat
galjat	galjjat
šinnjat	sjinnjat
seavdnjat	sievnnjat
buovnnjat	buovnjat
vuorjjat	vuorjat
álššat	álsjat
vieljažat	vieljjatjat
oahppásažžat	oahppásadtjat
verddežat	verdetjat
egežat	egetjat
manježat	manjetjat
áhčežat	áhtjetjat
fulkkežat	fulketjat
goskkežat	gåsketjat
beležat	beletjat
spiležat	spiletjat
guimmežat	gujmetjat
gáimmežat	gájmetjat
etnežat	ednetjat
gálojenežat	gálujenetjat
ránnežat	ránnetjat
burežat	buretjat
lávežat	lávetjat
stoahčat	stoahtjat
bearahaččat	bierahattjat
bearrahaččat	bierrahattjat
dánsejaččat	dánssejattjat
ristejaččat	risstejattjat
rávvejaččat	rávvejattjat
krávvejaččat	krávvejattjat
láhčamaččat	láhtjamattjat
vuoiŋŋamaččat	vuojŋamattjat
oarbinaččat	oarbbenattjat
dovdosaččat	dåvddusattjat
gierrásaččat	gierrásattjat
manemuččat	manemuttjat
monemuččat	månemuttjat
čavččat	tjavtjat
mágažat	mágátjat
kránnjážat	kránnjátjat
ránnážat	ránnátjat
oappážat	oappátjat
loahppážat	loahppátjat
olbmážat	ålmmåtjat
cakkat	tsakkat
sarvváskat	sarváskat
gimbalat	gimbbalat
beargalat	bierggalat
gáiraváillat	gájravájllat
jorbolat	jårbbulat
čođđolat	tjåddulat
vaššolat	vassjulat
bohkolat	båhkulat
cohkolat	tsåhkulat
mannolat	mannulat
oidnolat	åjnnulat
mihtolat	mihtulat
johtolat	jåhtulat
vustolat	vusstulat
juovllat	juovlat
dávllat	dávlat
earbmálat	ærmmálat
vuostálat	vuosstálat
čođđálat	tjåddålat
mohkkálat	måhkkålat
alimat	alemat
čearpmat	tjiermat
guorpmat	guormat
suorpmat	suormat
gurpmat	gurmat
uđámat	udámat
kárvenat	kárvvenat
ruoinnat	ruojnat
stáinnat	stájnat
heahpat	hiehpat
lánuorat	lánoorat
guoirrat	guojrrat
lámborat	lámbburat
mihcamárat	mihtsamárat
goarat	gårat
mieskkahasat	mieskahasat
guovssahasat	guovsahasat
jugalmasat	jugálmasat
boralmasat	bårålmasat
gávdnasat	gávnnasat
kárduvssat	kárdduvssat
njiezat	njietsat
smirezat	smiretsat
báhcat	báhtsat
bihcabáhcat	bihtsabáhtsat
njuozat	njuotsat
gaccat	gattsat
guoccat	guottsat
badjosat	badjusat
lahkosat	lahkusat
rievssat	rievsat
nivssat	nivsat
guovssat	guovsat
juvssat	juvsat
láibbastat	lájbastat
fasttat	fastat
mieiggastat	miejgastat
liđggastat	lirgastat
cirggastat	tsirgastat
njurggastat	njurgastat
njárggastat	njárgastat
sárggastat	sárgastat
lávggastat	lávgastat
heaŋggastat	hieŋgastat
gavnnjastat	gavnjastat
geahčastat	giehtjastat
gahččastat	gahttjastat
čuoččastat	tjuottjastat
čievččastat	tjievtjastat
leahkastat	liehkastat
ceahkastat	tsiehkastat
huškkastat	husjkastat
fáškkastat	fásjkastat
ciekkastat	tsiekkastat
čuokkastat	tjuokkastat
bálkkastat	bálkastat
mearkkastat	mierkastat
faskkastat	faskastat
lasttat	lastat
čuolastat	tjuolastat
buoimmastat	buojmastat
duolmmastat	duolmastat
čuohpastat	tjuohpastat
gurppastat	gurpastat
fearastat	fierastat
báhcastat	báhtsastat
máhcastat	máhtsastat
garccastat	gartsastat
gaccastat	gattsastat
njirttastat	njirtastat
duokŋastat	duogŋastat
vuoiŋŋastat	vuojŋastat
besttat	bestat
čuggestat	tjuggestat
el-čuggestat	el-tjuggestat
keasttat	kiestat
čohkkestat	tjåhkkestat
njuikestat	njujkkestat
čellestat	tjellestat
čurvestat	tjurvvestat
čárvestat	tjárvvestat
disttat	distat
luosttat	luostat
distat	disstat
buddostat	buddustat
muđostat	mudustat
bogostat	bågustat
bunjostat	bunjustat
gohčostat	gåhtjustat
luskkostat	luskustat
njalostat	njalustat
dinostat	dinustat
einnostat	ejnustat
gárostat	gárustat
gorostat	gårustat
njorostat	njårustat
rabastat	rabástat
gurggástat	gurgástat
leagástat	lægástat
meagástat	mægástat
vajastat	vajástat
livjjástat	livjástat
ájastat	ájástat
meahkástat	mæhkástat
guškkástat	gusjkástat
časkkástat	tjaskástat
gáskkástat	gáskástat
steallástat	stællástat
čálastat	tjálástat
njámastat	njámástat
čanastat	tjanástat
marastat	marástat
gárastat	gárástat
sázastat	sátsástat
bivastat	bivástat
gobastat	gåbåstat
gobástat	gåbåstat
čogastat	tjågåstat
bonjastat	bånjåstat
rokkastat	råkkåstat
rokkástat	råkkåstat
snorastat	snåråstat
ovttastat	åvtåstat
govastat	gåvåstat
veattat	viettat
báitat	bájttat
nuvttat	nuvtat
kruvttat	kruvtat
ávttat	ávtat
dávttat	dávtat
geavat	gievat
čuoivvat	tjuojvat
sabit	sabet
čeabet	tjiebet
šibit	sjibet
skibit	skibet
nirbbet	nirbet
gurbbet	gurbet
skurbbet	skurbet
rábit	rábet
iđit	idet
gorddet	gårdet
buđet	budet
vuovddit	vuovdet
dirgget	dirget
čuget	tjuget
gádjit	gádjet
mádjit	mádjet
vádjit	vádjet
veajet	viejet
njealjit	njieljjet
viljjit	viljet
bulžžet	bultjet
hárččet	hártjet
skávžžet	skávtjet
čoavjjet	tjoavjet
ahkit	ahket
eahket	iehket
eahkit	iehket
goikket	gåjket
snárket	snárkket
gáiskkit	gájsket
goaskit	goassket
gáskkit	gásket
ealet	ielet
ealit	ielet
sallit	sallet
neillet	nejllet
spáillit	spájllet
rullit	rullet
geavllet	gievlet
čeavllit	tjievlet
dávllet	dávlet
ipmet	ibmet
ipmit	ibmet
eamit	iemet
gulmmet	gulmet
gulmmit	gulmet
golmmet	gålmet
hommet	håmmet
juomit	juomet
luomit	luomet
bearpmet	biermet
jámit	jámet
roatnet	roadnet
fitnet	fidnet
litnet	lidnet
botnit	bådnet
drotnet	drådnet
roahnit	roahnet
ráhnit	ráhnet
meinnet	mejnet
ordnet	årnnet
honnet	hånnet
ronnet	rånnet
dronnet	drånnet
hertnet	hernet
č.ortnet	tj.ornet
gártnit	gárnet
ortnet	årnet
devnnet	devnet
tevnnet	tevnet
stevnnet	stevnet
livnnet	livnet
honet	hånet
sáhpit	sáhpet
varit	varet
femberet	fembberet
rosgeret	råsgeret
jierit	jieret
gáhrit	gáhret
suorit	suoret
sarrit	sarret
čearret	tjierret
čearrit	tjierret
vearret	vierret
orrit	årret
gávrret	gávret
kávrret	kávret
skoret	skåret
geaset	gieset
isit	iset
meisset	mejset
speisset	spejset
hárset	hársset
hársit	hársset
beahcet	biehtset
njeahcet	njiehtset
čeahcet	tjiehtset
čeahcit	tjiehtset
meahcet	miehtset
meahcit	miehtset
rihcit	rihtset
gaccet	gattset
muzet	mutset
čázet	tjátset
čázit	tjátset
hivsset	hivset
petit	petet
suittet	sujtet
bilttet	biltet
erttet	ertet
skerttet	skertet
skirttet	skirtet
sasttet	sastet
sisttet	sistet
ustit	usstet
rusttet	rustet
alpin-rusttet	alppen-rustet
gosttet	gåstet
kosttet	kåstet
rántet	ránttet
rottet	råttet
ovttet	åvtet
skoavit	skoavet
dálvvet	dálvet
goarvvet	goarvet
helvet	helvvet
Ohcejot	Åhtsejot
colitt	tsålett
hilbbot	hilbut
stámbbut	stámbut
jorbbot	jårbut
šođbbut	sjårbut
nábot	nábut
mieđut	miedut
iđut	idut
biđut	bidut
láiddot	lájdut
oiddot	åjdut
njuorddut	njuordut
guovddut	guovdut
stáđut	stádut
váđot	vádut
ođut	ådut
šealggut	sjielgut
vielggut	vielgut
njuolggut	njuolgut
njulggot	njulgut
golggot	gålgut
čuorggut	tjuorgut
čorggut	tjårgut
snávggut	snávgut
áddjot	áddjut
bejot	bejut
galjot	galjjut
njuorjjot	njuorjut
bivššut	bivsjut
spažut	spatjut
buošut	buotjut
čužot	tjutjut
sivjjot	sivjut
gájot	gájut
seahkot	siehkut
rohkot	råhkut
márškkut	mársjkut
ruškkut	rusjkut
guikkut	gujkut
gálkkot	gálkut
baskkot	baskut
čeaskkut	tjieskut
šoavkkut	sjoavkut
gealut	gielut
njelot	njelut
nelot	nelut
dilot	dilut
lullot	lullut
skovlot	skåvllut
gállot	gállut
olut	ålut
bolot	bålut
skupmot	skubmut
dápmot	dábmut
lášmmut	lásjmut
bulmmot	bulmut
álbmot	álmmut
san-álbmot	san-álmmut
skumot	skumut
rutnot	rudnut
áinnut	ájnut
lánnot	lánnut
ártnot	árnut
rávnnut	rávnut
rahpot	rahput
gehpot	gehput
čáhpot	tjáhput
čáhput	tjáhput
snáhpot	snáhput
šluppot	slupput
gávpot	gávpput
gáhrot	gáhrut
sirot	sirut
čurrot	tjurrut
čurot	tjurut
orut	årut
gorut	gårut
iissot	ijsut
gálssot	gálsut
olssot	ålsut
jonssot	jånsut
cizot	tsitsut
ivssut	ivsut
ruovssut	ruovsut
uvssot	uvsut
nuhtot	nuhtut
heittot	hejtut
herttot	hertut
nuorttut	nuortut
vuosttut	vuostut
rosttot	råstut
ruovttot	ruovtut
nuvttot	nuvtut
deavut	dievut
rivot	rivut
viivvut	vijvut
lávot	lávut
ribat	ribát
hubat	hubát
čeabát	tjæbát
iđat	idát
soalddát	soaldát
gálddát	gáldát
spagat	spagát
ragat	ragát
stigat	stigát
siiggát	sijgát
eaiggát	æjgát
rugat	rugát
vihat	vihát
bijat	biját
dulját	duljját
tulját	tuljját
seavnnját	sævnját
guššát	gussját
kuššát	kussját
buošát	buotját
gáskkát	gáskát
hoavkkát	hoavkát
falat	falát
valat	valát
čálat	tjálát
ealát	ælát
njamat	njamát
sivnnát	sivnát
hánat	hánát
ránat	ránát
neahpát	næhpát
dearppát	dærpát
vearrát	værrát
guzat	gutsát
ásat	ását
gáittát	gájtát
divat	divát
livat	livát
hálvvát	hálvát
skurvvát	skurvát
ruoivát	ruojvvát
durvát	durvvát
návat	návát
ođat	ådåt
čogat	tjågåt
borjat	bårjjåt
lojat	låjåt
romat	råmåt
goppát	gåppåt
gohrat	gåhråt
dorrát	dårråt
shortsat	shårtsåt
mosat	måsåt
kommandu	kåmmåndu
ámadadju	ámádadju
ámadeadju	ámádeadju
sávarihkku	sávárihkku
šovv	sjåvv
tv-šovv	tv-sjåvv
show	shåw
sis-bandy	sis-banddy
trendy	trenddy
hockey	håckey
beach^party	biech^partty
komite^á	kåmete^á
bumbá	bumbbá
šleambá	slæmbbá
guorbá	guorbbá
čuorbá	tjuorbbá
šlubbá	slubbá
reabbá	ræbbá
čieđđá	tjieddá
šlieddá	slieddá
sieidá	siejddá
gáidá	gájddá
ráidá	rájddá
pandá	panddá
gendá	genddá
roho-guoddá	råho-guoddá
buđđá	buddá
luvdá	luvddá
suvdá	suvddá
dávdá	dávddá
skáđđá	skáddá
spáđđá	spáddá
feaddá	fæddá
dieldá	dielldá
suvddá	suvdá
biigá	bijggá
riigá	rijggá
viigá	vijggá
gáigá	gájggá
skielgá	skielggá
bilgá	bilggá
snuolgá	snuolggá
šuđgá	sjurggá
šlivgá	slivggá
dávgá	dávggá
skiŋgá	skiŋggá
duŋgá	duŋggá
juŋgá	juŋggá
láŋgá	láŋggá
sáŋgá	sáŋggá
steaŋgá	stæŋggá
siiggá	sijgá
marggá	margá
sárggá	sárgá
šuodjá	sjuodjá
mei^eriijá	mej^erijjá
politiijá	påletijjá
liljá	liljjá
garjá	garjjá
sárjá	sárjjá
jearjá	jærjjá
jeađjá	jærjjá
rávjá	rávjjá
geriljá	gereljá
šilljá	sjilljá
dealljá	dælljá
boadnjá	boaddnjá
látnjá	ládnjá
čuonjá	tjuonjá
historjá	hissturjá
liššá	lissjá
stižžá	stidtjá
spihčá	spihtjá
čiekčá	tjiektjá
čukčá	tjuktjá
leakšá	læktjá
reakčá	ræktjá
spálžá	spálltjá
šinčá	sjintjá
spálčá	spálttjá
čuonžá	tjuonttjá
steanžá	stænttjá
njárčá	njárttjá
guvžá	guvttjá
skávžá	skávttjá
lávžá	lávttjá
čeavžá	tjævttjá
bážá	bátjá
čiehká	tjiehká
doašká	doassjká
liešká	liessjká
šišká	sjissjká
čišká	tjissjká
muošká	muossjká
cuohkká	tsuohkká
reahkká	ræhkká
láiká	lájkká
gielká	gielkká
gilká	gilkká
skuolká	skuolkká
bálká	bálkká
fálká	fálkká
válká	válkká
mierká	mierkká
sirká	sirkká
fuorká	fuorkká
guorká	guorkká
vuorká	vuorkká
urká	urkká
gurká	gurkká
šávká	sjávkká
liŋká	liŋkká
kliŋká	kliŋkká
juŋká	juŋkká
luŋká	luŋkká
beaŋká	bæŋkká
sedolká	sedulká
niská	nisská
roaiská	roajsská
nuoská	nuosská
reaská	ræsská
jeatká	jætká
reatká	rætká
luoilá	luojlá
rišlá	risjlá
šillá	sjillá
kamomillá	kamumillá
sivlá	sivllá
suvlá	suvllá
feallá	fællá
heallá	hællá
vealá	vælá
rábmá	rábbmá
čuoibmá	tjuojmmá
fielbmá	fielmmá
šielbmá	sjielmmá
skierbmá	skiermmá
lieđbmá	liermmá
firbmá	firmmá
gurbmá	gurmmá
kardemummá	karddemummá
cummá	tsummá
bismá	bissmá
ásmá	ássmá
básmá	bássmá
rádná	ráddná
hátná	hádná
čátná	tjádná
skátná	skádná
cinná	tsinná
ruoidná	ruojnná
skuordná	skuornná
beanná	bænná
peanná	pænná
liippá	lijpá
šliipá	slijppá
háipá	hájppá
doalpá	doalppá
skoalpá	skoalppá
šlimpá	slimppá
lumpá	lumppá
lámpá	lámppá
sámpá	sámppá
hárpá	hárppá
várpá	várppá
váravárpá	várávárpá
guoirá	guojrá
gáirá	gájrá
láirá	lájrá
endoforá	endduforá
logoforá	låguforá
eksoforá	eksuforá
anaforá	anáforá
kataforá	katáforá
šnjierrá	sjnjierrá
čierrá	tjierrá
širrá	sjirrá
čivrá	tjivrrá
stávrá	stávrrá
hearrá	hærrá
heaksá	hæksá
čeaksá	tjæksá
cissá	tsissá
giisá	gijssá
viisá	vijssá
áisá	ájssá
gáisá	gájssá
máisá	májssá
gánsá	gánssá
suorsá	suorssá
vársá	várssá
čezá	tjetsá
vuoncá	vuonttsá
šleancá	slænttsá
livzá	livttsá
šlihtá	slihtá
skeittá	skejtá
tieltá	tielltá
dealtá	dælltá
tealtá	tælltá
testamentá	tesstamentá
deastámentá	dæsstámentá
listá	lisstá
vuostá	vuosstá
verstá	versstá
vearstá	værsstá
gávstá	gávsstá
nástá	násstá
beantá	bænttá
muoŧŧá	muottá
smartá	smarttá
šiertá	sjierttá
gártá	gárttá
kártá	kárttá
iivá	ijvvá
njuolvá	njuolvvá
bálvá	bálvvá
málvá	málvvá
fiervá	fiervvá
viervá	viervvá
kurvá	kurvvá
čárvá	tjárvvá
šuvvá	sjuvvá
bomba	båmbbå
jorbá	jårbbå
gobba	gåbbå
gobbá	gåbbå
sroba	sråbå
orda	årddå
bodda	båddå
lodda	låddå
rodda	råddå
oldá	ålldå
goldda	gåldå
dovdda	dåvdå
gođa	gådå
koda	kådå
lođá	lådå
golfa	gålffå
morfa	mårffå
soffá	såffå
stoffa	ståffå
romfa	råmfå
strofa	stråfå
kata^strofa	kata^stråfå
apo^strofa	apo^stråfå
boigá	båjggå
holga	hålggå
čolga	tjålggå
borga	bårggå
norga	nårggå
dánska-norga	dánsska-nårggå
pin^joŋga	pin^jåŋggå
monof^toŋga	månuf^tåŋggå
blogga	blåggå
boiggá	båjgå
dia^loga	dia^lågå
ploga	plågå
toga	tågå
boija	båjjå
soija	såjjå
toija	tåjjå
bolljá	bålljå
bronša	brånsjå
morša	mårssjå
moršá	mårssjå
brošša	bråssjå
drošša	dråssjå
gožža	gådtjå
šokčá	sjåktjå
sokčá	såktjå
šolža	sjålltjå
solža	sålltjå
morčá	mårttjå
bojá	båjå
johka	jåhkå
rohka	råhkå
sohka	såhkå
bohkká	båhkkå
dohkká	dåhkkå
hohkka	håhkkå
hohkká	håhkkå
šohkka	sjåhkkå
čohkka	tjåhkkå
lohkka	låhkkå
blohkka	blåhkkå
stohkka	ståhkkå
roiká	råjkkå
golka	gålkkå
snolká	snålkkå
dorka	dårkkå
gorka	gårkkå
plokka	plåkkå
boska	båsskå
boská	båsskå
doska	dåsskå
čoska	tjåsskå
toska	tåsskå
gotka	gåtkå
jovla	jåvllå
skovlá	skåvllå
povla	påvllå
stovla	ståvllå
dolla	dållå
jolla	jållå
molla	mållå
nolla	nållå
nollá	nållå
rolla	rållå
jolá	jålå
njolá	njålå
mola	målå
pola	pålå
gopma	gåbmå
čopma	tjåbmå
forbma	fårmmå
horbmá	hårmmå
čorbma	tjårmmå
norbma	nårmmå
